Date,N1,N2,N3,N4,N5,PB
12/07/22,16,25,26,37,48,16
12/10/22,9,23,47,49,68,19
12/10/22,1,34,37,40,53,2
12/12/22,28,39,43,63,67,26
12/12/22,16,31,50,55,61,9
12/14/22,36,51,59,66,68,25
12/17/22,6,9,10,19,28,23
12/19/22,18,32,40,65,67,6
12/21/22,10,16,25,39,52,23
12/24/22,17,37,46,54,67,8
12/26/22,17,41,47,60,61,17
12/28/22,26,32,38,45,56,1
12/28/22,4,10,14,41,56,16
12/31/22,1,25,29,54,56,9
12/31/22,18,37,44,50,64,11
01/02/23,11,12,15,33,39,24
01/02/23,7,9,12,31,62,22
01/04/23,12,32,56,67,68,26
01/07/23,35,36,44,45,67,14
01/09/23,19,41,47,53,54,25
01/09/23,18,43,48,60,69,14
01/11/23,4,8,46,47,48,5
01/14/23,17,19,31,33,64,13
01/16/23,4,14,33,39,61,3
01/16/23,37,40,46,54,59,15
01/18/23,6,15,22,42,47,26
01/18/23,4,11,14,54,69,16
01/21/23,5,14,19,46,64,22
01/23/23,6,15,31,45,58,5
01/25/23,9,17,20,38,40,18
01/28/23,47,51,53,62,63,16
01/30/23,3,25,28,42,61,17
02/01/23,31,43,58,59,66,9
02/04/23,6,38,57,58,63,8
02/06/23,14,19,58,59,68,16
02/08/23,52,58,59,64,66,9
02/08/23,40,41,57,64,65,21
02/13/23,12,17,26,61,69,22
02/15/23,31,32,54,60,63,12
02/15/23,25,30,44,52,66,22
02/18/23,4,36,39,44,46,20
02/20/23,3,17,26,38,54,15
02/22/23,11,19,39,44,65,7
02/25/23,11,24,58,66,67,26
03/01/23,7,12,16,17,39,22
03/01/23,2,9,28,36,53,4
03/04/23,17,18,24,36,56,25
03/04/23,10,16,18,40,66,16
03/06/23,10,19,26,47,55,21
03/06/23,2,13,29,58,69,4
03/08/23,26,27,43,61,69,4
03/08/23,13,20,29,41,45,19
03/11/23,7,16,22,36,58,5
03/13/23,5,25,32,38,62,6
03/15/23,16,18,33,37,50,8
03/18/23,21,30,34,57,59,8
03/18/23,14,20,30,54,69,11
03/20/23,2,18,31,59,60,19
03/20/23,1,27,32,47,67,14
03/22/23,27,28,37,50,57,5
03/25/23,18,30,35,42,52,1
03/25/23,15,17,18,47,57,19
03/27/23,19,26,36,43,58,14
03/27/23,7,11,46,49,60,1
03/29/23,4,9,24,46,66,7
04/01/23,11,19,21,29,52,17
04/01/23,3,14,34,56,57,2
04/03/23,5,10,16,30,40,20
04/03/23,16,30,31,54,68,1
04/05/23,12,30,46,52,59,1
04/08/23,15,26,44,49,51,22
04/08/23,11,22,24,51,60,18
04/10/23,6,14,20,24,63,2
04/12/23,16,19,32,33,41,19
04/15/23,1,33,34,56,59,18
04/17/23,5,34,35,58,67,21
04/19/23,9,17,22,24,31,5
04/22/23,9,10,50,62,63,14
04/22/23,17,36,47,63,68,25
04/24/23,19,21,55,66,68,3
04/26/23,2,15,30,35,49,6
04/29/23,3,13,36,50,61,16
04/29/23,16,53,54,57,65,8
05/01/23,14,20,29,33,57,2
05/03/23,11,35,57,60,64,22
05/06/23,1,9,20,21,55,11
05/08/23,15,20,33,36,43,12
05/08/23,4,31,50,53,63,24
05/10/23,21,22,24,52,58,3
05/10/23,21,24,33,55,69,3
05/15/23,1,26,28,55,58,25
05/17/23,18,34,37,45,51,14
05/17/23,21,26,37,52,53,26
05/20/23,19,32,54,55,68,24
05/22/23,14,17,38,39,40,14
05/22/23,9,38,48,52,68,25
05/24/23,7,25,29,40,45,12
05/24/23,12,21,44,50,58,26
05/27/23,21,28,31,48,49,18
05/27/23,24,38,39,48,56,4
05/29/23,21,33,35,62,64,24
05/31/23,2,4,54,61,62,14
06/03/23,8,26,34,58,69,7
06/03/23,15,45,64,67,68,18
06/05/23,3,11,14,37,44,2
06/05/23,2,31,45,46,49,20
06/07/23,16,21,29,53,66,2
06/10/23,21,32,42,46,50,4
06/12/23,9,15,22,54,64,19
06/14/23,3,20,36,42,64,4
06/17/23,2,12,45,61,64,26
06/17/23,8,12,21,33,51,14
06/19/23,14,15,39,57,69,7
06/19/23,36,39,52,57,69,1
06/21/23,5,11,33,35,63,14
06/24/23,12,17,50,53,64,20
06/24/23,2,38,44,50,62,19
06/28/23,19,25,34,57,68,4
07/01/23,13,24,49,54,60,17
07/01/23,4,17,35,49,61,8
07/03/23,15,37,50,55,69,9
07/05/23,10,19,47,50,53,26
07/10/23,2,24,34,53,58,13
07/10/23,21,30,37,41,56,14
07/12/23,42,49,54,62,63,21
07/15/23,2,9,43,55,57,18
07/19/23,13,15,28,43,57,25
07/22/23,31,37,39,54,65,14
07/24/23,3,6,32,58,68,25
07/24/23,3,4,12,28,49,25
07/26/23,31,43,51,60,69,13
07/26/23,3,16,40,48,60,14
07/29/23,10,25,27,34,38,2
07/31/23,15,32,33,34,35,4
07/31/23,2,11,48,58,65,13
08/05/23,14,25,37,57,67,16
08/07/23,6,13,20,35,54,22
08/07/23,26,29,37,49,63,22
08/09/23,10,15,21,67,69,3
08/09/23,1,42,51,61,63,17
08/12/23,19,21,37,50,65,26
08/14/23,32,34,37,39,47,3
08/16/23,9,11,17,19,55,1
08/16/23,15,22,44,49,63,26
08/19/23,1,25,27,38,62,13
08/21/23,1,13,19,49,66,7
08/21/23,3,4,12,22,28,16
08/23/23,18,25,38,56,61,19
08/23/23,25,30,32,33,55,20
08/26/23,1,19,54,63,64,15
08/28/23,4,6,25,55,68,26
08/30/23,2,10,45,46,59,2
08/30/23,4,13,35,61,69,4
09/02/23,25,38,42,66,67,19
09/02/23,3,7,14,26,52,21
09/04/23,1,29,45,47,51,7
09/04/23,1,26,32,46,51,13
09/06/23,1,12,30,50,55,10
09/09/23,33,38,42,64,65,20
09/09/23,11,19,29,63,68,25
09/11/23,18,22,25,30,35,22
09/13/23,3,12,28,58,62,24
09/13/23,22,30,37,44,45,18
09/16/23,8,11,19,24,46,5
09/16/23,10,27,30,43,47,6
09/18/23,3,7,41,48,67,14
09/23/23,1,12,20,33,66,21
09/23/23,14,16,26,41,57,24
09/25/23,5,16,18,38,40,19
09/25/23,10,12,22,36,50,4
09/27/23,10,25,51,52,63,1
09/27/23,1,7,46,47,63,7
09/30/23,2,22,46,56,67,25
10/02/23,11,26,35,40,43,24
10/02/23,12,26,27,43,47,5
10/04/23,9,35,54,63,64,1
10/04/23,12,30,39,64,67,22
10/07/23,47,54,57,60,65,19
10/09/23,16,34,46,55,67,14
10/11/23,3,40,51,59,66,2
10/16/23,1,2,15,17,34,1
10/16/23,2,27,31,44,64,18
10/18/23,26,59,62,64,65,15
10/18/23,1,4,13,35,58,24
10/21/23,7,18,27,33,61,5
10/21/23,6,15,24,67,68,11
10/23/23,18,21,25,46,64,21
10/23/23,25,44,45,50,58,13
10/25/23,18,19,38,54,55,17
10/28/23,14,24,50,59,64,2
10/28/23,34,48,50,52,66,11
10/30/23,19,22,34,66,69,5
11/01/23,9,26,49,58,61,21
11/01/23,22,26,39,47,63,12
11/04/23,5,15,22,47,66,26
11/04/23,1,28,30,34,52,6
11/06/23,12,25,40,59,61,26
11/08/23,5,20,22,27,63,18
11/08/23,14,21,33,39,62,20
11/11/23,1,12,14,24,57,7
11/11/23,5,17,19,41,49,5
11/13/23,24,33,35,37,42,21
11/15/23,3,4,51,53,60,6
11/18/23,27,32,40,45,47,8
11/18/23,34,50,51,61,67,20
11/20/23,15,21,39,45,52,12
11/20/23,19,26,30,39,63,13
11/22/23,20,21,30,55,56,14
11/22/23,20,24,33,39,42,21
11/25/23,1,27,30,49,62,20
11/25/23,27,33,63,66,68,9
11/27/23,2,21,38,61,66,12
11/27/23,9,29,51,53,61,20
11/29/23,6,47,50,61,68,4
12/02/23,28,35,41,47,60,3
12/02/23,6,32,37,42,67,25
12/04/23,21,51,52,59,63,7
12/04/23,18,19,27,28,45,9
12/09/23,5,25,26,40,60,1
12/11/23,1,24,27,31,62,20
12/13/23,32,53,57,60,63,14
12/13/23,3,8,41,56,64,18
12/16/23,9,39,41,46,65,3
12/16/23,3,9,10,20,62,25
12/18/23,5,8,19,34,39,26
12/18/23,2,8,11,25,51,9
12/20/23,22,25,28,30,53,3
12/20/23,27,35,41,56,60,16
12/23/23,20,37,39,40,43,1
12/23/23,9,14,17,18,53,6
12/25/23,2,3,19,31,42,9
12/27/23,14,29,39,66,67,2
12/27/23,4,11,38,51,68,5
12/30/23,1,4,5,6,42,8
12/30/23,10,11,26,27,34,7
01/01/24,19,31,40,42,64,2
01/03/24,30,31,38,48,68,8
01/03/24,8,9,17,31,56,23
01/06/24,9,14,26,27,32,22
01/06/24,4,31,34,38,61,13
01/08/24,3,38,55,57,62,17
01/08/24,7,17,28,40,45,2
01/10/24,2,7,27,34,51,19
01/10/24,25,40,43,48,50,11
01/13/24,30,41,44,55,58,17
01/15/24,6,16,23,60,62,17
01/15/24,13,30,35,49,59,4
01/17/24,14,38,51,53,55,25
01/17/24,18,22,43,61,65,2
01/20/24,13,26,30,40,50,13
01/20/24,16,31,34,47,65,10
01/22/24,17,31,34,54,63,13
01/24/24,7,28,46,47,58,18
01/27/24,7,38,65,66,68,21
01/27/24,4,28,34,50,61,16
01/29/24,31,44,45,63,64,16
01/29/24,39,41,43,49,64,4
01/31/24,13,15,18,21,58,25
01/31/24,15,18,19,41,43,14
02/03/24,23,26,30,35,39,13
02/03/24,9,11,27,59,66,19
02/05/24,1,7,35,52,54,20
02/07/24,12,21,62,67,69,17
02/07/24,8,17,36,56,62,23
02/10/24,12,15,32,50,64,15
02/10/24,27,28,34,37,44,8
02/12/24,17,36,43,53,67,14
02/14/24,33,40,45,48,53,17
02/14/24,1,4,45,47,67,18
02/17/24,14,47,49,61,66,18
02/17/24,6,28,59,62,69,21
02/19/24,9,18,30,47,63,14
02/19/24,4,23,45,50,53,17
02/21/24,23,49,51,54,58,11
02/21/24,4,27,33,41,42,14
02/24/24,3,8,40,53,58,3
02/24/24,5,6,16,34,35,17
02/26/24,1,3,8,30,41,8
02/28/24,14,38,41,47,67,7
02/28/24,16,26,29,38,50,6
03/02/24,18,31,36,43,61,10
03/04/24,36,42,50,52,67,26
03/06/24,30,31,36,52,58,16
03/09/24,41,43,49,55,67,20
03/09/24,30,36,49,52,63,16
03/11/24,15,25,35,41,62,12
03/13/24,21,29,54,59,62,4
03/13/24,2,25,64,65,67,5
03/16/24,9,11,13,29,69,12
03/16/24,12,23,44,57,61,5
03/18/24,11,44,55,63,68,17
03/18/24,10,17,20,39,44,16
03/20/24,13,22,27,54,66,9
03/25/24,2,14,20,28,64,4
03/25/24,7,11,19,53,68,23
03/27/24,31,47,52,53,57,23
03/27/24,37,46,57,60,66,8
03/30/24,20,29,43,57,63,16
03/30/24,12,13,33,50,52,23
04/01/24,12,15,28,30,39,12
04/03/24,11,38,41,62,65,15
04/03/24,10,44,53,60,63,13
04/06/24,22,27,44,52,69,9
04/06/24,16,19,56,59,66,14
04/08/24,7,40,45,58,61,14
04/08/24,6,21,23,39,54,23
04/13/24,39,55,60,65,69,26
04/13/24,7,33,40,43,69,10
04/15/24,3,25,52,60,64,17
04/15/24,7,16,41,56,61,23
04/17/24,7,8,25,39,68,7
04/20/24,25,28,36,38,68,23
04/22/24,12,16,33,39,52,1
04/22/24,11,15,25,32,39,23
04/24/24,23,25,45,46,62,25
04/24/24,2,20,22,26,47,21
04/27/24,12,28,36,47,65,22
04/27/24,9,30,53,55,62,23
04/29/24,11,44,50,54,59,13
04/29/24,11,38,47,67,69,14
05/01/24,6,15,19,42,45,16
05/04/24,1,8,27,63,66,26
05/06/24,10,56,58,59,67,20
05/08/24,10,22,43,55,57,2
05/11/24,3,6,39,49,67,21
05/13/24,6,14,21,58,69,16
05/15/24,19,42,45,55,69,6
05/15/24,8,9,29,57,65,10
05/18/24,15,17,28,36,60,9
05/18/24,19,36,37,42,59,19
05/22/24,10,12,19,21,67,25
05/27/24,20,31,39,45,56,19
05/27/24,9,30,39,49,59,21
05/29/24,17,34,56,60,61,9
06/01/24,28,38,52,54,68,8
06/03/24,25,39,46,47,51,10
06/03/24,19,29,35,36,45,16
06/05/24,4,11,20,45,49,21
06/05/24,8,44,45,51,69,12
06/08/24,11,21,57,58,68,5
06/12/24,19,30,31,61,62,21
06/15/24,30,38,44,54,55,22
06/15/24,4,36,48,54,56,2
06/17/24,30,41,42,67,68,16
06/17/24,30,48,53,58,66,9
06/19/24,16,23,35,50,59,21
06/19/24,4,27,44,50,64,7
06/22/24,4,5,15,32,62,21
06/24/24,1,31,33,54,60,26
06/26/24,4,19,27,37,56,21
06/26/24,4,9,36,47,56,7
06/29/24,26,51,54,61,69,25
07/01/24,5,9,32,39,55,9
07/01/24,12,18,32,59,61,8
07/03/24,2,26,33,55,57,22
07/03/24,19,22,38,55,61,23
07/06/24,22,27,52,62,69,4
07/06/24,5,32,35,39,49,21
07/08/24,20,22,31,33,45,1
07/10/24,16,17,33,56,66,18
07/13/24,40,57,59,64,65,15
07/13/24,9,55,59,66,69,21
07/15/24,3,13,41,55,61,6
07/15/24,9,31,39,40,45,23
07/20/24,18,25,31,40,57,4
07/22/24,31,36,56,58,69,20
07/22/24,17,34,44,49,66,9
07/24/24,16,42,59,63,68,13
07/24/24,4,9,20,47,51,9
07/27/24,3,31,37,40,64,17
07/29/24,20,21,36,54,63,21
07/29/24,11,27,30,33,44,16
08/03/24,13,33,40,60,61,20
08/05/24,29,42,44,51,54,12
08/07/24,16,29,31,60,65,26
08/07/24,6,19,35,47,57,9
08/10/24,6,14,53,59,62,12
08/12/24,9,22,57,67,68,14
08/12/24,5,35,49,60,62,17
08/14/24,16,27,34,62,66,22
08/17/24,9,12,25,51,56,22
08/17/24,12,31,43,45,46,22
08/19/24,22,48,50,57,69,1
08/19/24,1,2,15,23,28,10
08/21/24,2,3,28,52,69,3
08/21/24,27,31,33,38,67,3
08/24/24,1,26,32,64,65,16
08/26/24,2,4,23,68,69,15
08/26/24,19,50,55,58,66,15
08/28/24,9,11,31,52,54,25
08/28/24,5,33,47,50,64,20
08/31/24,19,32,43,55,58,12
08/31/24,4,34,35,38,69,19
09/02/24,4,12,13,16,67,7
09/02/24,8,42,46,48,53,22
09/04/24,7,10,21,33,59,20
09/07/24,14,16,20,30,47,22
09/07/24,14,34,37,55,63,20
09/09/24,10,14,38,42,45,26
09/09/24,1,16,21,47,60,5
09/11/24,10,12,55,65,67,3
09/14/24,29,34,38,48,56,16
09/14/24,1,26,38,52,55,16
09/16/24,13,25,38,40,63,23
09/18/24,16,23,50,53,66,14
09/18/24,1,11,22,47,68,7
09/21/24,4,17,37,46,49,19
09/23/24,15,21,25,37,45,19
09/25/24,6,32,51,62,69,26
09/25/24,2,26,45,46,52,21
09/28/24,6,7,17,20,57,10
09/30/24,17,32,39,43,53,2
10/02/24,39,44,45,46,66,13
10/05/24,2,12,46,52,65,3
10/07/24,18,30,31,52,63,22
10/09/24,4,14,29,33,59,17
10/12/24,5,14,20,41,57,6
10/14/24,7,29,31,41,54,8
10/16/24,29,35,41,53,68,9
10/16/24,4,30,39,44,60,11
10/21/24,2,3,7,26,34,1
10/21/24,1,25,57,62,64,15
10/23/24,1,42,43,58,66,20
10/23/24,2,15,27,29,39,20
10/26/24,1,7,25,27,57,18
10/26/24,8,12,40,45,51,15
10/28/24,21,27,32,48,67,17
10/30/24,13,22,29,43,58,22
10/30/24,18,36,39,49,62,12
11/04/24,8,14,16,34,51,14
11/04/24,6,18,33,48,53,21
11/06/24,12,16,17,39,45,10
11/06/24,12,17,37,58,62,4
11/11/24,16,23,38,40,57,10
11/13/24,9,20,26,43,58,9
11/18/24,27,31,41,52,69,26
11/20/24,3,10,37,40,68,1
11/20/24,16,30,60,62,64,25
11/23/24,36,40,41,50,60,13
11/23/24,12,13,34,44,67,8
11/25/24,5,35,45,60,63,12
11/27/24,1,6,7,13,40,5
11/27/24,19,37,41,42,62,13
11/30/24,9,21,37,43,61,23
12/02/24,14,27,34,39,40,4
12/02/24,3,9,26,61,67,13
12/04/24,14,35,43,48,54,1
12/04/24,1,23,25,28,61,13
12/07/24,1,31,43,55,57,22
12/09/24,7,17,28,44,54,8
12/11/24,18,23,34,60,62,19
12/11/24,13,44,50,52,54,20
12/16/24,9,30,33,57,61,17
12/18/24,41,45,52,56,67,6
12/21/24,29,45,46,51,59,3
12/23/24,16,49,62,63,68,10
12/23/24,22,42,44,57,64,18
12/25/24,8,29,30,47,57,1
12/25/24,15,26,27,30,35,3
12/28/24,22,40,42,54,68,7
12/30/24,15,34,52,56,57,14
12/30/24,9,19,33,38,39,1
01/01/25,6,12,28,35,66,26
01/04/25,26,32,43,54,56,24
01/06/25,17,34,46,66,67,14
01/06/25,41,44,54,57,64,13
01/08/25,22,29,36,61,65,17
01/11/25,3,6,32,37,65,4
01/13/25,29,30,32,37,56,18
01/13/25,4,6,16,39,66,9
01/15/25,8,41,52,53,58,7
01/18/25,7,34,40,48,57,17
01/18/25,14,31,35,64,69,23
01/20/25,10,23,33,38,54,17
01/20/25,15,16,32,47,54,6
01/22/25,5,6,27,40,49,5
01/25/25,8,15,17,53,66,14
01/25/25,2,5,52,59,60,16
01/27/25,2,40,47,53,55,20
01/29/25,18,28,41,63,68,4
01/29/25,8,12,31,33,38,18
02/01/25,3,15,37,49,69,16
02/01/25,23,29,32,49,61,8
02/03/25,7,38,39,42,55,10
02/03/25,12,37,47,54,60,17
02/05/25,13,24,40,41,50,4
02/05/25,19,27,30,50,62,14
02/08/25,23,44,57,60,62,9
02/08/25,5,20,23,36,53,17
02/12/25,11,24,26,31,39,15
02/12/25,21,32,36,45,49,18
02/15/25,12,18,43,58,61,19
02/15/25,3,16,45,54,56,12
02/17/25,4,44,47,52,57,9
02/19/25,15,21,34,43,60,23
02/19/25,6,21,28,49,60,20
02/22/25,9,18,26,35,57,14
02/24/25,22,48,61,63,66,17
02/24/25,10,11,34,59,68,14
02/26/25,28,48,55,60,62,20
03/01/25,6,19,37,66,68,6
03/03/25,18,20,50,52,56,20
03/03/25,9,34,54,67,69,11
03/05/25,22,36,39,45,50,14
03/05/25,24,28,40,63,65,20
03/08/25,21,24,37,62,68,11
03/08/25,2,4,16,23,63,13
03/10/25,17,40,47,50,55,6
03/12/25,11,13,28,51,58,1
03/15/25,35,36,47,50,58,11
03/15/25,12,28,33,36,54,5
03/17/25,4,19,21,38,64,26
03/17/25,11,18,23,38,60,9
03/19/25,7,15,36,40,56,8
03/19/25,8,11,21,49,59,15
03/22/25,2,4,47,53,64,11
03/24/25,6,23,35,36,47,12
03/26/25,5,20,29,39,53,6
03/29/25,7,11,14,26,59,10
03/29/25,7,11,21,53,61,2
03/31/25,2,44,52,65,66,12
04/02/25,7,18,23,31,44,24
04/02/25,5,17,41,64,69,1
04/07/25,2,31,36,51,58,15
04/09/25,2,15,44,60,68,23
04/12/25,16,22,44,45,53,19
04/12/25,5,10,46,49,60,16
04/14/25,3,20,30,52,62,1
04/16/25,7,36,40,47,59,9
04/16/25,20,24,42,43,49,19
04/19/25,2,3,21,55,63,12
04/21/25,18,23,34,35,67,13
04/23/25,37,42,49,54,66,26
04/23/25,15,44,63,66,69,20
04/26/25,1,12,14,18,69,2
04/28/25,11,13,39,48,61,3
04/28/25,26,43,51,56,60,24
